I0611 18:54:43.852058 140080572294976 tpu_client.py:54] Starting the local TPU driver.
I0611 18:54:43.871945 140080572294976 xla_bridge.py:212] Unable to initialize backend 'tpu_driver': Not found: Unable to find driver in registry given worker: local://
I0611 18:54:43.872510 140080572294976 xla_bridge.py:212] Unable to initialize backend 'gpu': Not found: Could not find registered platform with name: "cuda". Available platform names are: Host Interpreter
I0611 18:54:43.872897 140080572294976 xla_bridge.py:212] Unable to initialize backend 'tpu': Invalid argument: TpuPlatform is not available.
W0611 18:54:43.873142 140080572294976 xla_bridge.py:215] No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
setting ^expname=bsuite_id_-_catch-0
setting ^_ignored=['bsuite_id', 'catch/1']
I0611 18:54:48.443898 140080572294976 terminal_logging.py:55] episode = 1 | episode_len = 9 | episode_return = -1.0000 | steps = 9 | total_regret = 2.0000 | total_return = -1.0000
I0611 18:54:59.353896 140080572294976 terminal_logging.py:55] episode = 135 | episode_len = 9 | episode_return = -1.0000 | steps = 1215 | total_regret = 100.0000 | total_return = 35.0000
I0611 18:54:59.395753 140080572294976 terminal_logging.py:55] episode = 136 | episode_len = 9 | episode_return = 1.0000 | steps = 1224 | total_regret = 100.0000 | total_return = 36.0000
I0611 18:54:59.395753 140080572294976 terminal_logging.py:55] episode = 136 | episode_len = 9 | episode_return = 1.0000 | steps = 1224 | total_regret = 100.0000 | total_return = 36.0000
I0611 18:54:59.446251 140080572294976 terminal_logging.py:55] episode = 137 | episode_len = 9 | episode_return = 1.0000 | steps = 1233 | total_regret = 100.0000 | total_return = 37.0000
I0611 18:54:59.446251 140080572294976 terminal_logging.py:55] episode = 137 | episode_len = 9 | episode_return = 1.0000 | steps = 1233 | total_regret = 100.0000 | total_return = 37.0000
I0611 18:54:59.495547 140080572294976 terminal_logging.py:55] episode = 138 | episode_len = 9 | episode_return = 1.0000 | steps = 1242 | total_regret = 100.0000 | total_return = 38.0000
I0611 18:54:59.495547 140080572294976 terminal_logging.py:55] episode = 138 | episode_len = 9 | episode_return = 1.0000 | steps = 1242 | total_regret = 100.0000 | total_return = 38.0000
I0611 18:54:59.546446 140080572294976 terminal_logging.py:55] episode = 139 | episode_len = 9 | episode_return = 1.0000 | steps = 1251 | total_regret = 100.0000 | total_return = 39.0000
I0611 18:54:59.546446 140080572294976 terminal_logging.py:55] episode = 139 | episode_len = 9 | episode_return = 1.0000 | steps = 1251 | total_regret = 100.0000 | total_return = 39.0000
I0611 18:54:59.595956 140080572294976 terminal_logging.py:55] episode = 140 | episode_len = 9 | episode_return = 1.0000 | steps = 1260 | total_regret = 100.0000 | total_return = 40.0000
I0611 18:54:59.595956 140080572294976 terminal_logging.py:55] episode = 140 | episode_len = 9 | episode_return = 1.0000 | steps = 1260 | total_regret = 100.0000 | total_return = 40.0000
I0611 18:54:59.643868 140080572294976 terminal_logging.py:55] episode = 141 | episode_len = 9 | episode_return = 1.0000 | steps = 1269 | total_regret = 100.0000 | total_return = 41.0000
I0611 18:54:59.643868 140080572294976 terminal_logging.py:55] episode = 141 | episode_len = 9 | episode_return = 1.0000 | steps = 1269 | total_regret = 100.0000 | total_return = 41.0000
I0611 18:54:59.685155 140080572294976 terminal_logging.py:55] episode = 142 | episode_len = 9 | episode_return = 1.0000 | steps = 1278 | total_regret = 100.0000 | total_return = 42.0000
I0611 18:54:59.685155 140080572294976 terminal_logging.py:55] episode = 142 | episode_len = 9 | episode_return = 1.0000 | steps = 1278 | total_regret = 100.0000 | total_return = 42.0000
I0611 18:54:59.750254 140080572294976 terminal_logging.py:55] episode = 143 | episode_len = 9 | episode_return = 1.0000 | steps = 1287 | total_regret = 100.0000 | total_return = 43.0000
I0611 18:54:59.750254 140080572294976 terminal_logging.py:55] episode = 143 | episode_len = 9 | episode_return = 1.0000 | steps = 1287 | total_regret = 100.0000 | total_return = 43.0000
I0611 18:54:59.787793 140080572294976 terminal_logging.py:55] episode = 144 | episode_len = 9 | episode_return = 1.0000 | steps = 1296 | total_regret = 100.0000 | total_return = 44.0000
I0611 18:54:59.787793 140080572294976 terminal_logging.py:55] episode = 144 | episode_len = 9 | episode_return = 1.0000 | steps = 1296 | total_regret = 100.0000 | total_return = 44.0000
I0611 18:54:59.837550 140080572294976 terminal_logging.py:55] episode = 145 | episode_len = 9 | episode_return = 1.0000 | steps = 1305 | total_regret = 100.0000 | total_return = 45.0000
I0611 18:54:59.837550 140080572294976 terminal_logging.py:55] episode = 145 | episode_len = 9 | episode_return = 1.0000 | steps = 1305 | total_regret = 100.0000 | total_return = 45.0000
I0611 18:54:59.894306 140080572294976 terminal_logging.py:55] episode = 146 | episode_len = 9 | episode_return = 1.0000 | steps = 1314 | total_regret = 100.0000 | total_return = 46.0000
I0611 18:54:59.894306 140080572294976 terminal_logging.py:55] episode = 146 | episode_len = 9 | episode_return = 1.0000 | steps = 1314 | total_regret = 100.0000 | total_return = 46.0000
I0611 18:54:59.941393 140080572294976 terminal_logging.py:55] episode = 147 | episode_len = 9 | episode_return = 1.0000 | steps = 1323 | total_regret = 100.0000 | total_return = 47.0000
I0611 18:54:59.941393 140080572294976 terminal_logging.py:55] episode = 147 | episode_len = 9 | episode_return = 1.0000 | steps = 1323 | total_regret = 100.0000 | total_return = 47.0000
I0611 18:54:59.992128 140080572294976 terminal_logging.py:55] episode = 148 | episode_len = 9 | episode_return = 1.0000 | steps = 1332 | total_regret = 100.0000 | total_return = 48.0000
I0611 18:54:59.992128 140080572294976 terminal_logging.py:55] episode = 148 | episode_len = 9 | episode_return = 1.0000 | steps = 1332 | total_regret = 100.0000 | total_return = 48.0000
I0611 18:55:00.045543 140080572294976 terminal_logging.py:55] episode = 149 | episode_len = 9 | episode_return = 1.0000 | steps = 1341 | total_regret = 100.0000 | total_return = 49.0000
I0611 18:55:00.045543 140080572294976 terminal_logging.py:55] episode = 149 | episode_len = 9 | episode_return = 1.0000 | steps = 1341 | total_regret = 100.0000 | total_return = 49.0000
I0611 18:55:00.105437 140080572294976 terminal_logging.py:55] episode = 150 | episode_len = 9 | episode_return = 1.0000 | steps = 1350 | total_regret = 100.0000 | total_return = 50.0000
I0611 18:55:00.105437 140080572294976 terminal_logging.py:55] episode = 150 | episode_len = 9 | episode_return = 1.0000 | steps = 1350 | total_regret = 100.0000 | total_return = 50.0000
I0611 18:55:00.264203 140080572294976 terminal_logging.py:55] episode = 151 | episode_len = 9 | episode_return = 1.0000 | steps = 1359 | total_regret = 100.0000 | total_return = 51.0000
I0611 18:55:00.264203 140080572294976 terminal_logging.py:55] episode = 151 | episode_len = 9 | episode_return = 1.0000 | steps = 1359 | total_regret = 100.0000 | total_return = 51.0000
I0611 18:55:00.315189 140080572294976 terminal_logging.py:55] episode = 152 | episode_len = 9 | episode_return = 1.0000 | steps = 1368 | total_regret = 100.0000 | total_return = 52.0000
I0611 18:55:00.315189 140080572294976 terminal_logging.py:55] episode = 152 | episode_len = 9 | episode_return = 1.0000 | steps = 1368 | total_regret = 100.0000 | total_return = 52.0000
I0611 18:55:00.362861 140080572294976 terminal_logging.py:55] episode = 153 | episode_len = 9 | episode_return = 1.0000 | steps = 1377 | total_regret = 100.0000 | total_return = 53.0000
I0611 18:55:00.362861 140080572294976 terminal_logging.py:55] episode = 153 | episode_len = 9 | episode_return = 1.0000 | steps = 1377 | total_regret = 100.0000 | total_return = 53.0000
I0611 18:55:00.402628 140080572294976 terminal_logging.py:55] episode = 154 | episode_len = 9 | episode_return = 1.0000 | steps = 1386 | total_regret = 100.0000 | total_return = 54.0000
I0611 18:55:00.402628 140080572294976 terminal_logging.py:55] episode = 154 | episode_len = 9 | episode_return = 1.0000 | steps = 1386 | total_regret = 100.0000 | total_return = 54.0000
I0611 18:55:00.441191 140080572294976 terminal_logging.py:55] episode = 155 | episode_len = 9 | episode_return = 1.0000 | steps = 1395 | total_regret = 100.0000 | total_return = 55.0000
I0611 18:55:00.441191 140080572294976 terminal_logging.py:55] episode = 155 | episode_len = 9 | episode_return = 1.0000 | steps = 1395 | total_regret = 100.0000 | total_return = 55.0000
I0611 18:55:00.486796 140080572294976 terminal_logging.py:55] episode = 156 | episode_len = 9 | episode_return = 1.0000 | steps = 1404 | total_regret = 100.0000 | total_return = 56.0000
I0611 18:55:00.486796 140080572294976 terminal_logging.py:55] episode = 156 | episode_len = 9 | episode_return = 1.0000 | steps = 1404 | total_regret = 100.0000 | total_return = 56.0000
I0611 18:55:00.528108 140080572294976 terminal_logging.py:55] episode = 157 | episode_len = 9 | episode_return = 1.0000 | steps = 1413 | total_regret = 100.0000 | total_return = 57.0000
I0611 18:55:00.528108 140080572294976 terminal_logging.py:55] episode = 157 | episode_len = 9 | episode_return = 1.0000 | steps = 1413 | total_regret = 100.0000 | total_return = 57.0000
I0611 18:55:00.565676 140080572294976 terminal_logging.py:55] episode = 158 | episode_len = 9 | episode_return = 1.0000 | steps = 1422 | total_regret = 100.0000 | total_return = 58.0000
I0611 18:55:00.565676 140080572294976 terminal_logging.py:55] episode = 158 | episode_len = 9 | episode_return = 1.0000 | steps = 1422 | total_regret = 100.0000 | total_return = 58.0000
I0611 18:55:00.603313 140080572294976 terminal_logging.py:55] episode = 159 | episode_len = 9 | episode_return = 1.0000 | steps = 1431 | total_regret = 100.0000 | total_return = 59.0000
I0611 18:55:00.603313 140080572294976 terminal_logging.py:55] episode = 159 | episode_len = 9 | episode_return = 1.0000 | steps = 1431 | total_regret = 100.0000 | total_return = 59.0000
I0611 18:55:00.641776 140080572294976 terminal_logging.py:55] episode = 160 | episode_len = 9 | episode_return = 1.0000 | steps = 1440 | total_regret = 100.0000 | total_return = 60.0000
I0611 18:55:00.641776 140080572294976 terminal_logging.py:55] episode = 160 | episode_len = 9 | episode_return = 1.0000 | steps = 1440 | total_regret = 100.0000 | total_return = 60.0000
I0611 18:55:00.685101 140080572294976 terminal_logging.py:55] episode = 161 | episode_len = 9 | episode_return = 1.0000 | steps = 1449 | total_regret = 100.0000 | total_return = 61.0000
I0611 18:55:00.685101 140080572294976 terminal_logging.py:55] episode = 161 | episode_len = 9 | episode_return = 1.0000 | steps = 1449 | total_regret = 100.0000 | total_return = 61.0000
I0611 18:55:00.739636 140080572294976 terminal_logging.py:55] episode = 162 | episode_len = 9 | episode_return = 1.0000 | steps = 1458 | total_regret = 100.0000 | total_return = 62.0000
I0611 18:55:00.739636 140080572294976 terminal_logging.py:55] episode = 162 | episode_len = 9 | episode_return = 1.0000 | steps = 1458 | total_regret = 100.0000 | total_return = 62.0000
I0611 18:55:00.806546 140080572294976 terminal_logging.py:55] episode = 163 | episode_len = 9 | episode_return = 1.0000 | steps = 1467 | total_regret = 100.0000 | total_return = 63.0000
I0611 18:55:00.806546 140080572294976 terminal_logging.py:55] episode = 163 | episode_len = 9 | episode_return = 1.0000 | steps = 1467 | total_regret = 100.0000 | total_return = 63.0000
I0611 18:55:00.845190 140080572294976 terminal_logging.py:55] episode = 164 | episode_len = 9 | episode_return = 1.0000 | steps = 1476 | total_regret = 100.0000 | total_return = 64.0000
I0611 18:55:00.845190 140080572294976 terminal_logging.py:55] episode = 164 | episode_len = 9 | episode_return = 1.0000 | steps = 1476 | total_regret = 100.0000 | total_return = 64.0000
I0611 18:55:00.882622 140080572294976 terminal_logging.py:55] episode = 165 | episode_len = 9 | episode_return = 1.0000 | steps = 1485 | total_regret = 100.0000 | total_return = 65.0000
I0611 18:55:00.882622 140080572294976 terminal_logging.py:55] episode = 165 | episode_len = 9 | episode_return = 1.0000 | steps = 1485 | total_regret = 100.0000 | total_return = 65.0000
I0611 18:55:00.925836 140080572294976 terminal_logging.py:55] episode = 166 | episode_len = 9 | episode_return = 1.0000 | steps = 1494 | total_regret = 100.0000 | total_return = 66.0000
I0611 18:55:00.925836 140080572294976 terminal_logging.py:55] episode = 166 | episode_len = 9 | episode_return = 1.0000 | steps = 1494 | total_regret = 100.0000 | total_return = 66.0000
I0611 18:55:00.979498 140080572294976 terminal_logging.py:55] episode = 167 | episode_len = 9 | episode_return = 1.0000 | steps = 1503 | total_regret = 100.0000 | total_return = 67.0000
I0611 18:55:00.979498 140080572294976 terminal_logging.py:55] episode = 167 | episode_len = 9 | episode_return = 1.0000 | steps = 1503 | total_regret = 100.0000 | total_return = 67.0000
I0611 18:55:01.022759 140080572294976 terminal_logging.py:55] episode = 168 | episode_len = 9 | episode_return = 1.0000 | steps = 1512 | total_regret = 100.0000 | total_return = 68.0000
I0611 18:55:01.022759 140080572294976 terminal_logging.py:55] episode = 168 | episode_len = 9 | episode_return = 1.0000 | steps = 1512 | total_regret = 100.0000 | total_return = 68.0000
I0611 18:55:01.072937 140080572294976 terminal_logging.py:55] episode = 169 | episode_len = 9 | episode_return = 1.0000 | steps = 1521 | total_regret = 100.0000 | total_return = 69.0000
I0611 18:55:01.072937 140080572294976 terminal_logging.py:55] episode = 169 | episode_len = 9 | episode_return = 1.0000 | steps = 1521 | total_regret = 100.0000 | total_return = 69.0000
I0611 18:55:01.138741 140080572294976 terminal_logging.py:55] episode = 170 | episode_len = 9 | episode_return = 1.0000 | steps = 1530 | total_regret = 100.0000 | total_return = 70.0000
I0611 18:55:01.138741 140080572294976 terminal_logging.py:55] episode = 170 | episode_len = 9 | episode_return = 1.0000 | steps = 1530 | total_regret = 100.0000 | total_return = 70.0000
I0611 18:55:01.200698 140080572294976 terminal_logging.py:55] episode = 171 | episode_len = 9 | episode_return = 1.0000 | steps = 1539 | total_regret = 100.0000 | total_return = 71.0000
I0611 18:55:01.200698 140080572294976 terminal_logging.py:55] episode = 171 | episode_len = 9 | episode_return = 1.0000 | steps = 1539 | total_regret = 100.0000 | total_return = 71.0000
I0611 18:55:01.273069 140080572294976 terminal_logging.py:55] episode = 172 | episode_len = 9 | episode_return = 1.0000 | steps = 1548 | total_regret = 100.0000 | total_return = 72.0000
I0611 18:55:01.273069 140080572294976 terminal_logging.py:55] episode = 172 | episode_len = 9 | episode_return = 1.0000 | steps = 1548 | total_regret = 100.0000 | total_return = 72.0000
I0611 18:55:01.363212 140080572294976 terminal_logging.py:55] episode = 173 | episode_len = 9 | episode_return = 1.0000 | steps = 1557 | total_regret = 100.0000 | total_return = 73.0000
I0611 18:55:01.363212 140080572294976 terminal_logging.py:55] episode = 173 | episode_len = 9 | episode_return = 1.0000 | steps = 1557 | total_regret = 100.0000 | total_return = 73.0000
I0611 18:55:01.436350 140080572294976 terminal_logging.py:55] episode = 174 | episode_len = 9 | episode_return = 1.0000 | steps = 1566 | total_regret = 100.0000 | total_return = 74.0000
I0611 18:55:01.436350 140080572294976 terminal_logging.py:55] episode = 174 | episode_len = 9 | episode_return = 1.0000 | steps = 1566 | total_regret = 100.0000 | total_return = 74.0000
I0611 18:55:01.495155 140080572294976 terminal_logging.py:55] episode = 175 | episode_len = 9 | episode_return = 1.0000 | steps = 1575 | total_regret = 100.0000 | total_return = 75.0000
I0611 18:55:01.495155 140080572294976 terminal_logging.py:55] episode = 175 | episode_len = 9 | episode_return = 1.0000 | steps = 1575 | total_regret = 100.0000 | total_return = 75.0000
I0611 18:55:01.543066 140080572294976 terminal_logging.py:55] episode = 176 | episode_len = 9 | episode_return = 1.0000 | steps = 1584 | total_regret = 100.0000 | total_return = 76.0000
I0611 18:55:01.543066 140080572294976 terminal_logging.py:55] episode = 176 | episode_len = 9 | episode_return = 1.0000 | steps = 1584 | total_regret = 100.0000 | total_return = 76.0000
I0611 18:55:01.607764 140080572294976 terminal_logging.py:55] episode = 177 | episode_len = 9 | episode_return = 1.0000 | steps = 1593 | total_regret = 100.0000 | total_return = 77.0000
I0611 18:55:01.607764 140080572294976 terminal_logging.py:55] episode = 177 | episode_len = 9 | episode_return = 1.0000 | steps = 1593 | total_regret = 100.0000 | total_return = 77.0000
I0611 18:55:01.668979 140080572294976 terminal_logging.py:55] episode = 178 | episode_len = 9 | episode_return = 1.0000 | steps = 1602 | total_regret = 100.0000 | total_return = 78.0000
I0611 18:55:01.668979 140080572294976 terminal_logging.py:55] episode = 178 | episode_len = 9 | episode_return = 1.0000 | steps = 1602 | total_regret = 100.0000 | total_return = 78.0000
I0611 18:55:01.734696 140080572294976 terminal_logging.py:55] episode = 179 | episode_len = 9 | episode_return = 1.0000 | steps = 1611 | total_regret = 100.0000 | total_return = 79.0000
I0611 18:55:01.734696 140080572294976 terminal_logging.py:55] episode = 179 | episode_len = 9 | episode_return = 1.0000 | steps = 1611 | total_regret = 100.0000 | total_return = 79.0000
I0611 18:55:01.779829 140080572294976 terminal_logging.py:55] episode = 180 | episode_len = 9 | episode_return = 1.0000 | steps = 1620 | total_regret = 100.0000 | total_return = 80.0000
I0611 18:55:01.779829 140080572294976 terminal_logging.py:55] episode = 180 | episode_len = 9 | episode_return = 1.0000 | steps = 1620 | total_regret = 100.0000 | total_return = 80.0000
I0611 18:55:01.825613 140080572294976 terminal_logging.py:55] episode = 181 | episode_len = 9 | episode_return = 1.0000 | steps = 1629 | total_regret = 100.0000 | total_return = 81.0000
I0611 18:55:01.825613 140080572294976 terminal_logging.py:55] episode = 181 | episode_len = 9 | episode_return = 1.0000 | steps = 1629 | total_regret = 100.0000 | total_return = 81.0000
I0611 18:55:01.898400 140080572294976 terminal_logging.py:55] episode = 182 | episode_len = 9 | episode_return = 1.0000 | steps = 1638 | total_regret = 100.0000 | total_return = 82.0000
I0611 18:55:01.898400 140080572294976 terminal_logging.py:55] episode = 182 | episode_len = 9 | episode_return = 1.0000 | steps = 1638 | total_regret = 100.0000 | total_return = 82.0000
I0611 18:55:01.950680 140080572294976 terminal_logging.py:55] episode = 183 | episode_len = 9 | episode_return = 1.0000 | steps = 1647 | total_regret = 100.0000 | total_return = 83.0000
I0611 18:55:01.950680 140080572294976 terminal_logging.py:55] episode = 183 | episode_len = 9 | episode_return = 1.0000 | steps = 1647 | total_regret = 100.0000 | total_return = 83.0000
I0611 18:55:02.013675 140080572294976 terminal_logging.py:55] episode = 184 | episode_len = 9 | episode_return = 1.0000 | steps = 1656 | total_regret = 100.0000 | total_return = 84.0000
I0611 18:55:02.013675 140080572294976 terminal_logging.py:55] episode = 184 | episode_len = 9 | episode_return = 1.0000 | steps = 1656 | total_regret = 100.0000 | total_return = 84.0000
I0611 18:55:02.065049 140080572294976 terminal_logging.py:55] episode = 185 | episode_len = 9 | episode_return = 1.0000 | steps = 1665 | total_regret = 100.0000 | total_return = 85.0000
I0611 18:55:02.065049 140080572294976 terminal_logging.py:55] episode = 185 | episode_len = 9 | episode_return = 1.0000 | steps = 1665 | total_regret = 100.0000 | total_return = 85.0000
I0611 18:55:02.123389 140080572294976 terminal_logging.py:55] episode = 186 | episode_len = 9 | episode_return = 1.0000 | steps = 1674 | total_regret = 100.0000 | total_return = 86.0000
I0611 18:55:02.123389 140080572294976 terminal_logging.py:55] episode = 186 | episode_len = 9 | episode_return = 1.0000 | steps = 1674 | total_regret = 100.0000 | total_return = 86.0000
I0611 18:55:02.188818 140080572294976 terminal_logging.py:55] episode = 187 | episode_len = 9 | episode_return = 1.0000 | steps = 1683 | total_regret = 100.0000 | total_return = 87.0000
I0611 18:55:02.188818 140080572294976 terminal_logging.py:55] episode = 187 | episode_len = 9 | episode_return = 1.0000 | steps = 1683 | total_regret = 100.0000 | total_return = 87.0000
I0611 18:55:02.330277 140080572294976 terminal_logging.py:55] episode = 188 | episode_len = 9 | episode_return = 1.0000 | steps = 1692 | total_regret = 100.0000 | total_return = 88.0000
I0611 18:55:02.330277 140080572294976 terminal_logging.py:55] episode = 188 | episode_len = 9 | episode_return = 1.0000 | steps = 1692 | total_regret = 100.0000 | total_return = 88.0000
I0611 18:55:02.409370 140080572294976 terminal_logging.py:55] episode = 189 | episode_len = 9 | episode_return = 1.0000 | steps = 1701 | total_regret = 100.0000 | total_return = 89.0000
I0611 18:55:02.409370 140080572294976 terminal_logging.py:55] episode = 189 | episode_len = 9 | episode_return = 1.0000 | steps = 1701 | total_regret = 100.0000 | total_return = 89.0000
I0611 18:55:02.476429 140080572294976 terminal_logging.py:55] episode = 190 | episode_len = 9 | episode_return = 1.0000 | steps = 1710 | total_regret = 100.0000 | total_return = 90.0000
I0611 18:55:02.476429 140080572294976 terminal_logging.py:55] episode = 190 | episode_len = 9 | episode_return = 1.0000 | steps = 1710 | total_regret = 100.0000 | total_return = 90.0000
I0611 18:55:02.541812 140080572294976 terminal_logging.py:55] episode = 191 | episode_len = 9 | episode_return = 1.0000 | steps = 1719 | total_regret = 100.0000 | total_return = 91.0000
I0611 18:55:02.541812 140080572294976 terminal_logging.py:55] episode = 191 | episode_len = 9 | episode_return = 1.0000 | steps = 1719 | total_regret = 100.0000 | total_return = 91.0000
I0611 18:55:02.628161 140080572294976 terminal_logging.py:55] episode = 192 | episode_len = 9 | episode_return = 1.0000 | steps = 1728 | total_regret = 100.0000 | total_return = 92.0000
I0611 18:55:02.628161 140080572294976 terminal_logging.py:55] episode = 192 | episode_len = 9 | episode_return = 1.0000 | steps = 1728 | total_regret = 100.0000 | total_return = 92.0000
I0611 18:55:02.681898 140080572294976 terminal_logging.py:55] episode = 193 | episode_len = 9 | episode_return = 1.0000 | steps = 1737 | total_regret = 100.0000 | total_return = 93.0000
I0611 18:55:02.681898 140080572294976 terminal_logging.py:55] episode = 193 | episode_len = 9 | episode_return = 1.0000 | steps = 1737 | total_regret = 100.0000 | total_return = 93.0000
I0611 18:55:02.736602 140080572294976 terminal_logging.py:55] episode = 194 | episode_len = 9 | episode_return = -1.0000 | steps = 1746 | total_regret = 102.0000 | total_return = 92.0000
I0611 18:55:02.736602 140080572294976 terminal_logging.py:55] episode = 194 | episode_len = 9 | episode_return = -1.0000 | steps = 1746 | total_regret = 102.0000 | total_return = 92.0000
I0611 18:55:02.797292 140080572294976 terminal_logging.py:55] episode = 195 | episode_len = 9 | episode_return = 1.0000 | steps = 1755 | total_regret = 102.0000 | total_return = 93.0000
I0611 18:55:02.797292 140080572294976 terminal_logging.py:55] episode = 195 | episode_len = 9 | episode_return = 1.0000 | steps = 1755 | total_regret = 102.0000 | total_return = 93.0000
I0611 18:55:02.877560 140080572294976 terminal_logging.py:55] episode = 196 | episode_len = 9 | episode_return = -1.0000 | steps = 1764 | total_regret = 104.0000 | total_return = 92.0000
I0611 18:55:02.877560 140080572294976 terminal_logging.py:55] episode = 196 | episode_len = 9 | episode_return = -1.0000 | steps = 1764 | total_regret = 104.0000 | total_return = 92.0000
I0611 18:55:02.983864 140080572294976 terminal_logging.py:55] episode = 197 | episode_len = 9 | episode_return = 1.0000 | steps = 1773 | total_regret = 104.0000 | total_return = 93.0000
I0611 18:55:02.983864 140080572294976 terminal_logging.py:55] episode = 197 | episode_len = 9 | episode_return = 1.0000 | steps = 1773 | total_regret = 104.0000 | total_return = 93.0000
I0611 18:55:03.062472 140080572294976 terminal_logging.py:55] episode = 198 | episode_len = 9 | episode_return = 1.0000 | steps = 1782 | total_regret = 104.0000 | total_return = 94.0000
I0611 18:55:03.062472 140080572294976 terminal_logging.py:55] episode = 198 | episode_len = 9 | episode_return = 1.0000 | steps = 1782 | total_regret = 104.0000 | total_return = 94.0000
I0611 18:55:03.121594 140080572294976 terminal_logging.py:55] episode = 199 | episode_len = 9 | episode_return = 1.0000 | steps = 1791 | total_regret = 104.0000 | total_return = 95.0000
I0611 18:55:03.121594 140080572294976 terminal_logging.py:55] episode = 199 | episode_len = 9 | episode_return = 1.0000 | steps = 1791 | total_regret = 104.0000 | total_return = 95.0000
I0611 18:55:03.187772 140080572294976 terminal_logging.py:55] episode = 200 | episode_len = 9 | episode_return = 1.0000 | steps = 1800 | total_regret = 104.0000 | total_return = 96.0000
I0611 18:55:03.187772 140080572294976 terminal_logging.py:55] episode = 200 | episode_len = 9 | episode_return = 1.0000 | steps = 1800 | total_regret = 104.0000 | total_return = 96.0000
I0611 18:55:03.249836 140080572294976 terminal_logging.py:55] episode = 201 | episode_len = 9 | episode_return = 1.0000 | steps = 1809 | total_regret = 104.0000 | total_return = 97.0000
I0611 18:55:03.249836 140080572294976 terminal_logging.py:55] episode = 201 | episode_len = 9 | episode_return = 1.0000 | steps = 1809 | total_regret = 104.0000 | total_return = 97.0000
I0611 18:55:03.289671 140080572294976 terminal_logging.py:55] episode = 202 | episode_len = 9 | episode_return = 1.0000 | steps = 1818 | total_regret = 104.0000 | total_return = 98.0000
I0611 18:55:03.289671 140080572294976 terminal_logging.py:55] episode = 202 | episode_len = 9 | episode_return = 1.0000 | steps = 1818 | total_regret = 104.0000 | total_return = 98.0000
I0611 18:55:03.332279 140080572294976 terminal_logging.py:55] episode = 203 | episode_len = 9 | episode_return = 1.0000 | steps = 1827 | total_regret = 104.0000 | total_return = 99.0000
I0611 18:55:03.332279 140080572294976 terminal_logging.py:55] episode = 203 | episode_len = 9 | episode_return = 1.0000 | steps = 1827 | total_regret = 104.0000 | total_return = 99.0000
I0611 18:55:03.370097 140080572294976 terminal_logging.py:55] episode = 204 | episode_len = 9 | episode_return = 1.0000 | steps = 1836 | total_regret = 104.0000 | total_return = 100.0000
I0611 18:55:03.370097 140080572294976 terminal_logging.py:55] episode = 204 | episode_len = 9 | episode_return = 1.0000 | steps = 1836 | total_regret = 104.0000 | total_return = 100.0000
I0611 18:55:03.410754 140080572294976 terminal_logging.py:55] episode = 205 | episode_len = 9 | episode_return = 1.0000 | steps = 1845 | total_regret = 104.0000 | total_return = 101.0000
I0611 18:55:03.410754 140080572294976 terminal_logging.py:55] episode = 205 | episode_len = 9 | episode_return = 1.0000 | steps = 1845 | total_regret = 104.0000 | total_return = 101.0000
I0611 18:55:03.479767 140080572294976 terminal_logging.py:55] episode = 206 | episode_len = 9 | episode_return = 1.0000 | steps = 1854 | total_regret = 104.0000 | total_return = 102.0000
I0611 18:55:03.479767 140080572294976 terminal_logging.py:55] episode = 206 | episode_len = 9 | episode_return = 1.0000 | steps = 1854 | total_regret = 104.0000 | total_return = 102.0000
I0611 18:55:03.520722 140080572294976 terminal_logging.py:55] episode = 207 | episode_len = 9 | episode_return = 1.0000 | steps = 1863 | total_regret = 104.0000 | total_return = 103.0000
I0611 18:55:03.520722 140080572294976 terminal_logging.py:55] episode = 207 | episode_len = 9 | episode_return = 1.0000 | steps = 1863 | total_regret = 104.0000 | total_return = 103.0000
I0611 18:55:03.559078 140080572294976 terminal_logging.py:55] episode = 208 | episode_len = 9 | episode_return = -1.0000 | steps = 1872 | total_regret = 106.0000 | total_return = 102.0000
I0611 18:55:03.559078 140080572294976 terminal_logging.py:55] episode = 208 | episode_len = 9 | episode_return = -1.0000 | steps = 1872 | total_regret = 106.0000 | total_return = 102.0000
I0611 18:55:03.602114 140080572294976 terminal_logging.py:55] episode = 209 | episode_len = 9 | episode_return = 1.0000 | steps = 1881 | total_regret = 106.0000 | total_return = 103.0000
I0611 18:55:03.602114 140080572294976 terminal_logging.py:55] episode = 209 | episode_len = 9 | episode_return = 1.0000 | steps = 1881 | total_regret = 106.0000 | total_return = 103.0000
I0611 18:55:03.640578 140080572294976 terminal_logging.py:55] episode = 210 | episode_len = 9 | episode_return = 1.0000 | steps = 1890 | total_regret = 106.0000 | total_return = 104.0000
I0611 18:55:03.640578 140080572294976 terminal_logging.py:55] episode = 210 | episode_len = 9 | episode_return = 1.0000 | steps = 1890 | total_regret = 106.0000 | total_return = 104.0000
I0611 18:55:03.679211 140080572294976 terminal_logging.py:55] episode = 211 | episode_len = 9 | episode_return = 1.0000 | steps = 1899 | total_regret = 106.0000 | total_return = 105.0000
I0611 18:55:03.679211 140080572294976 terminal_logging.py:55] episode = 211 | episode_len = 9 | episode_return = 1.0000 | steps = 1899 | total_regret = 106.0000 | total_return = 105.0000
