setting ^dummy=dummy
setting ^_ignored=[]
I0611 12:35:04.855336 139897657034560 tpu_client.py:54] Starting the local TPU driver.
I0611 12:35:04.862223 139897657034560 xla_bridge.py:212] Unable to initialize backend 'tpu_driver': Not found: Unable to find driver in registry given worker: local://
I0611 12:35:04.862595 139897657034560 xla_bridge.py:212] Unable to initialize backend 'gpu': Not found: Could not find registered platform with name: "cuda". Available platform names are: Interpreter Host
I0611 12:35:04.866255 139897657034560 xla_bridge.py:212] Unable to initialize backend 'tpu': Invalid argument: TpuPlatform is not available.
W0611 12:35:04.866482 139897657034560 xla_bridge.py:215] No GPU/TPU found, falling back to CPU. (Set TF_CPP_MIN_LOG_LEVEL=0 and rerun for more info.)
I0611 12:35:07.143729 139897657034560 terminal_logging.py:55] episode = 1 | episode_len = 9 | episode_return = -1.0000 | steps = 9 | total_regret = 2.0000 | total_return = -1.0000
I0611 12:36:27.926396 139897657034560 terminal_logging.py:55] episode = 2162 | episode_len = 9 | episode_return = 1.0000 | steps = 19458 | total_regret = 322.0000 | total_return = 1840.0000
I0611 12:36:27.961711 139897657034560 terminal_logging.py:55] episode = 2163 | episode_len = 9 | episode_return = 1.0000 | steps = 19467 | total_regret = 322.0000 | total_return = 1841.0000
I0611 12:36:27.961711 139897657034560 terminal_logging.py:55] episode = 2163 | episode_len = 9 | episode_return = 1.0000 | steps = 19467 | total_regret = 322.0000 | total_return = 1841.0000
I0611 12:36:27.995748 139897657034560 terminal_logging.py:55] episode = 2164 | episode_len = 9 | episode_return = 1.0000 | steps = 19476 | total_regret = 322.0000 | total_return = 1842.0000
I0611 12:36:27.995748 139897657034560 terminal_logging.py:55] episode = 2164 | episode_len = 9 | episode_return = 1.0000 | steps = 19476 | total_regret = 322.0000 | total_return = 1842.0000
I0611 12:36:28.030300 139897657034560 terminal_logging.py:55] episode = 2165 | episode_len = 9 | episode_return = 1.0000 | steps = 19485 | total_regret = 322.0000 | total_return = 1843.0000
I0611 12:36:28.030300 139897657034560 terminal_logging.py:55] episode = 2165 | episode_len = 9 | episode_return = 1.0000 | steps = 19485 | total_regret = 322.0000 | total_return = 1843.0000
I0611 12:36:28.065061 139897657034560 terminal_logging.py:55] episode = 2166 | episode_len = 9 | episode_return = 1.0000 | steps = 19494 | total_regret = 322.0000 | total_return = 1844.0000
I0611 12:36:28.065061 139897657034560 terminal_logging.py:55] episode = 2166 | episode_len = 9 | episode_return = 1.0000 | steps = 19494 | total_regret = 322.0000 | total_return = 1844.0000
I0611 12:36:28.099822 139897657034560 terminal_logging.py:55] episode = 2167 | episode_len = 9 | episode_return = 1.0000 | steps = 19503 | total_regret = 322.0000 | total_return = 1845.0000
I0611 12:36:28.099822 139897657034560 terminal_logging.py:55] episode = 2167 | episode_len = 9 | episode_return = 1.0000 | steps = 19503 | total_regret = 322.0000 | total_return = 1845.0000
I0611 12:36:28.134985 139897657034560 terminal_logging.py:55] episode = 2168 | episode_len = 9 | episode_return = 1.0000 | steps = 19512 | total_regret = 322.0000 | total_return = 1846.0000
I0611 12:36:28.134985 139897657034560 terminal_logging.py:55] episode = 2168 | episode_len = 9 | episode_return = 1.0000 | steps = 19512 | total_regret = 322.0000 | total_return = 1846.0000
I0611 12:36:28.171963 139897657034560 terminal_logging.py:55] episode = 2169 | episode_len = 9 | episode_return = 1.0000 | steps = 19521 | total_regret = 322.0000 | total_return = 1847.0000
I0611 12:36:28.171963 139897657034560 terminal_logging.py:55] episode = 2169 | episode_len = 9 | episode_return = 1.0000 | steps = 19521 | total_regret = 322.0000 | total_return = 1847.0000
I0611 12:36:28.207460 139897657034560 terminal_logging.py:55] episode = 2170 | episode_len = 9 | episode_return = 1.0000 | steps = 19530 | total_regret = 322.0000 | total_return = 1848.0000
I0611 12:36:28.207460 139897657034560 terminal_logging.py:55] episode = 2170 | episode_len = 9 | episode_return = 1.0000 | steps = 19530 | total_regret = 322.0000 | total_return = 1848.0000
I0611 12:36:28.242040 139897657034560 terminal_logging.py:55] episode = 2171 | episode_len = 9 | episode_return = 1.0000 | steps = 19539 | total_regret = 322.0000 | total_return = 1849.0000
I0611 12:36:28.242040 139897657034560 terminal_logging.py:55] episode = 2171 | episode_len = 9 | episode_return = 1.0000 | steps = 19539 | total_regret = 322.0000 | total_return = 1849.0000
I0611 12:36:28.276589 139897657034560 terminal_logging.py:55] episode = 2172 | episode_len = 9 | episode_return = 1.0000 | steps = 19548 | total_regret = 322.0000 | total_return = 1850.0000
I0611 12:36:28.276589 139897657034560 terminal_logging.py:55] episode = 2172 | episode_len = 9 | episode_return = 1.0000 | steps = 19548 | total_regret = 322.0000 | total_return = 1850.0000
I0611 12:36:28.333479 139897657034560 terminal_logging.py:55] episode = 2173 | episode_len = 9 | episode_return = 1.0000 | steps = 19557 | total_regret = 322.0000 | total_return = 1851.0000
I0611 12:36:28.333479 139897657034560 terminal_logging.py:55] episode = 2173 | episode_len = 9 | episode_return = 1.0000 | steps = 19557 | total_regret = 322.0000 | total_return = 1851.0000
I0611 12:36:28.368011 139897657034560 terminal_logging.py:55] episode = 2174 | episode_len = 9 | episode_return = 1.0000 | steps = 19566 | total_regret = 322.0000 | total_return = 1852.0000
I0611 12:36:28.368011 139897657034560 terminal_logging.py:55] episode = 2174 | episode_len = 9 | episode_return = 1.0000 | steps = 19566 | total_regret = 322.0000 | total_return = 1852.0000
I0611 12:36:28.402784 139897657034560 terminal_logging.py:55] episode = 2175 | episode_len = 9 | episode_return = 1.0000 | steps = 19575 | total_regret = 322.0000 | total_return = 1853.0000
I0611 12:36:28.402784 139897657034560 terminal_logging.py:55] episode = 2175 | episode_len = 9 | episode_return = 1.0000 | steps = 19575 | total_regret = 322.0000 | total_return = 1853.0000
I0611 12:36:28.437316 139897657034560 terminal_logging.py:55] episode = 2176 | episode_len = 9 | episode_return = 1.0000 | steps = 19584 | total_regret = 322.0000 | total_return = 1854.0000
I0611 12:36:28.437316 139897657034560 terminal_logging.py:55] episode = 2176 | episode_len = 9 | episode_return = 1.0000 | steps = 19584 | total_regret = 322.0000 | total_return = 1854.0000
I0611 12:36:28.471807 139897657034560 terminal_logging.py:55] episode = 2177 | episode_len = 9 | episode_return = 1.0000 | steps = 19593 | total_regret = 322.0000 | total_return = 1855.0000
I0611 12:36:28.471807 139897657034560 terminal_logging.py:55] episode = 2177 | episode_len = 9 | episode_return = 1.0000 | steps = 19593 | total_regret = 322.0000 | total_return = 1855.0000
I0611 12:36:28.513067 139897657034560 terminal_logging.py:55] episode = 2178 | episode_len = 9 | episode_return = 1.0000 | steps = 19602 | total_regret = 322.0000 | total_return = 1856.0000
I0611 12:36:28.513067 139897657034560 terminal_logging.py:55] episode = 2178 | episode_len = 9 | episode_return = 1.0000 | steps = 19602 | total_regret = 322.0000 | total_return = 1856.0000
I0611 12:36:28.549960 139897657034560 terminal_logging.py:55] episode = 2179 | episode_len = 9 | episode_return = 1.0000 | steps = 19611 | total_regret = 322.0000 | total_return = 1857.0000
I0611 12:36:28.549960 139897657034560 terminal_logging.py:55] episode = 2179 | episode_len = 9 | episode_return = 1.0000 | steps = 19611 | total_regret = 322.0000 | total_return = 1857.0000
I0611 12:36:28.583563 139897657034560 terminal_logging.py:55] episode = 2180 | episode_len = 9 | episode_return = 1.0000 | steps = 19620 | total_regret = 322.0000 | total_return = 1858.0000
I0611 12:36:28.583563 139897657034560 terminal_logging.py:55] episode = 2180 | episode_len = 9 | episode_return = 1.0000 | steps = 19620 | total_regret = 322.0000 | total_return = 1858.0000
I0611 12:36:28.618107 139897657034560 terminal_logging.py:55] episode = 2181 | episode_len = 9 | episode_return = 1.0000 | steps = 19629 | total_regret = 322.0000 | total_return = 1859.0000
I0611 12:36:28.618107 139897657034560 terminal_logging.py:55] episode = 2181 | episode_len = 9 | episode_return = 1.0000 | steps = 19629 | total_regret = 322.0000 | total_return = 1859.0000
I0611 12:36:28.652682 139897657034560 terminal_logging.py:55] episode = 2182 | episode_len = 9 | episode_return = 1.0000 | steps = 19638 | total_regret = 322.0000 | total_return = 1860.0000
I0611 12:36:28.652682 139897657034560 terminal_logging.py:55] episode = 2182 | episode_len = 9 | episode_return = 1.0000 | steps = 19638 | total_regret = 322.0000 | total_return = 1860.0000
I0611 12:36:28.687477 139897657034560 terminal_logging.py:55] episode = 2183 | episode_len = 9 | episode_return = 1.0000 | steps = 19647 | total_regret = 322.0000 | total_return = 1861.0000
I0611 12:36:28.687477 139897657034560 terminal_logging.py:55] episode = 2183 | episode_len = 9 | episode_return = 1.0000 | steps = 19647 | total_regret = 322.0000 | total_return = 1861.0000
I0611 12:36:28.723495 139897657034560 terminal_logging.py:55] episode = 2184 | episode_len = 9 | episode_return = 1.0000 | steps = 19656 | total_regret = 322.0000 | total_return = 1862.0000
I0611 12:36:28.723495 139897657034560 terminal_logging.py:55] episode = 2184 | episode_len = 9 | episode_return = 1.0000 | steps = 19656 | total_regret = 322.0000 | total_return = 1862.0000
I0611 12:36:28.758660 139897657034560 terminal_logging.py:55] episode = 2185 | episode_len = 9 | episode_return = 1.0000 | steps = 19665 | total_regret = 322.0000 | total_return = 1863.0000
I0611 12:36:28.758660 139897657034560 terminal_logging.py:55] episode = 2185 | episode_len = 9 | episode_return = 1.0000 | steps = 19665 | total_regret = 322.0000 | total_return = 1863.0000
I0611 12:36:28.794144 139897657034560 terminal_logging.py:55] episode = 2186 | episode_len = 9 | episode_return = 1.0000 | steps = 19674 | total_regret = 322.0000 | total_return = 1864.0000
I0611 12:36:28.794144 139897657034560 terminal_logging.py:55] episode = 2186 | episode_len = 9 | episode_return = 1.0000 | steps = 19674 | total_regret = 322.0000 | total_return = 1864.0000
I0611 12:36:28.919236 139897657034560 terminal_logging.py:55] episode = 2187 | episode_len = 9 | episode_return = 1.0000 | steps = 19683 | total_regret = 322.0000 | total_return = 1865.0000
I0611 12:36:28.919236 139897657034560 terminal_logging.py:55] episode = 2187 | episode_len = 9 | episode_return = 1.0000 | steps = 19683 | total_regret = 322.0000 | total_return = 1865.0000
I0611 12:36:28.966669 139897657034560 terminal_logging.py:55] episode = 2188 | episode_len = 9 | episode_return = -1.0000 | steps = 19692 | total_regret = 324.0000 | total_return = 1864.0000
I0611 12:36:28.966669 139897657034560 terminal_logging.py:55] episode = 2188 | episode_len = 9 | episode_return = -1.0000 | steps = 19692 | total_regret = 324.0000 | total_return = 1864.0000
I0611 12:36:29.004877 139897657034560 terminal_logging.py:55] episode = 2189 | episode_len = 9 | episode_return = 1.0000 | steps = 19701 | total_regret = 324.0000 | total_return = 1865.0000
I0611 12:36:29.004877 139897657034560 terminal_logging.py:55] episode = 2189 | episode_len = 9 | episode_return = 1.0000 | steps = 19701 | total_regret = 324.0000 | total_return = 1865.0000
I0611 12:36:29.038475 139897657034560 terminal_logging.py:55] episode = 2190 | episode_len = 9 | episode_return = 1.0000 | steps = 19710 | total_regret = 324.0000 | total_return = 1866.0000
I0611 12:36:29.038475 139897657034560 terminal_logging.py:55] episode = 2190 | episode_len = 9 | episode_return = 1.0000 | steps = 19710 | total_regret = 324.0000 | total_return = 1866.0000
I0611 12:36:29.130971 139897657034560 terminal_logging.py:55] episode = 2191 | episode_len = 9 | episode_return = 1.0000 | steps = 19719 | total_regret = 324.0000 | total_return = 1867.0000
I0611 12:36:29.130971 139897657034560 terminal_logging.py:55] episode = 2191 | episode_len = 9 | episode_return = 1.0000 | steps = 19719 | total_regret = 324.0000 | total_return = 1867.0000
I0611 12:36:29.172893 139897657034560 terminal_logging.py:55] episode = 2192 | episode_len = 9 | episode_return = 1.0000 | steps = 19728 | total_regret = 324.0000 | total_return = 1868.0000
I0611 12:36:29.172893 139897657034560 terminal_logging.py:55] episode = 2192 | episode_len = 9 | episode_return = 1.0000 | steps = 19728 | total_regret = 324.0000 | total_return = 1868.0000
I0611 12:36:29.209717 139897657034560 terminal_logging.py:55] episode = 2193 | episode_len = 9 | episode_return = -1.0000 | steps = 19737 | total_regret = 326.0000 | total_return = 1867.0000
I0611 12:36:29.209717 139897657034560 terminal_logging.py:55] episode = 2193 | episode_len = 9 | episode_return = -1.0000 | steps = 19737 | total_regret = 326.0000 | total_return = 1867.0000
I0611 12:36:29.254683 139897657034560 terminal_logging.py:55] episode = 2194 | episode_len = 9 | episode_return = 1.0000 | steps = 19746 | total_regret = 326.0000 | total_return = 1868.0000
I0611 12:36:29.254683 139897657034560 terminal_logging.py:55] episode = 2194 | episode_len = 9 | episode_return = 1.0000 | steps = 19746 | total_regret = 326.0000 | total_return = 1868.0000
I0611 12:36:29.292888 139897657034560 terminal_logging.py:55] episode = 2195 | episode_len = 9 | episode_return = 1.0000 | steps = 19755 | total_regret = 326.0000 | total_return = 1869.0000
I0611 12:36:29.292888 139897657034560 terminal_logging.py:55] episode = 2195 | episode_len = 9 | episode_return = 1.0000 | steps = 19755 | total_regret = 326.0000 | total_return = 1869.0000
I0611 12:36:29.338044 139897657034560 terminal_logging.py:55] episode = 2196 | episode_len = 9 | episode_return = 1.0000 | steps = 19764 | total_regret = 326.0000 | total_return = 1870.0000
I0611 12:36:29.338044 139897657034560 terminal_logging.py:55] episode = 2196 | episode_len = 9 | episode_return = 1.0000 | steps = 19764 | total_regret = 326.0000 | total_return = 1870.0000
I0611 12:36:29.372798 139897657034560 terminal_logging.py:55] episode = 2197 | episode_len = 9 | episode_return = 1.0000 | steps = 19773 | total_regret = 326.0000 | total_return = 1871.0000
I0611 12:36:29.372798 139897657034560 terminal_logging.py:55] episode = 2197 | episode_len = 9 | episode_return = 1.0000 | steps = 19773 | total_regret = 326.0000 | total_return = 1871.0000
I0611 12:36:29.425676 139897657034560 terminal_logging.py:55] episode = 2198 | episode_len = 9 | episode_return = 1.0000 | steps = 19782 | total_regret = 326.0000 | total_return = 1872.0000
I0611 12:36:29.425676 139897657034560 terminal_logging.py:55] episode = 2198 | episode_len = 9 | episode_return = 1.0000 | steps = 19782 | total_regret = 326.0000 | total_return = 1872.0000
I0611 12:36:29.462850 139897657034560 terminal_logging.py:55] episode = 2199 | episode_len = 9 | episode_return = 1.0000 | steps = 19791 | total_regret = 326.0000 | total_return = 1873.0000
I0611 12:36:29.462850 139897657034560 terminal_logging.py:55] episode = 2199 | episode_len = 9 | episode_return = 1.0000 | steps = 19791 | total_regret = 326.0000 | total_return = 1873.0000
I0611 12:36:29.497301 139897657034560 terminal_logging.py:55] episode = 2200 | episode_len = 9 | episode_return = 1.0000 | steps = 19800 | total_regret = 326.0000 | total_return = 1874.0000
I0611 12:36:29.497301 139897657034560 terminal_logging.py:55] episode = 2200 | episode_len = 9 | episode_return = 1.0000 | steps = 19800 | total_regret = 326.0000 | total_return = 1874.0000
I0611 12:36:29.537090 139897657034560 terminal_logging.py:55] episode = 2201 | episode_len = 9 | episode_return = 1.0000 | steps = 19809 | total_regret = 326.0000 | total_return = 1875.0000
I0611 12:36:29.537090 139897657034560 terminal_logging.py:55] episode = 2201 | episode_len = 9 | episode_return = 1.0000 | steps = 19809 | total_regret = 326.0000 | total_return = 1875.0000
I0611 12:36:29.570985 139897657034560 terminal_logging.py:55] episode = 2202 | episode_len = 9 | episode_return = 1.0000 | steps = 19818 | total_regret = 326.0000 | total_return = 1876.0000
I0611 12:36:29.570985 139897657034560 terminal_logging.py:55] episode = 2202 | episode_len = 9 | episode_return = 1.0000 | steps = 19818 | total_regret = 326.0000 | total_return = 1876.0000
I0611 12:36:29.608656 139897657034560 terminal_logging.py:55] episode = 2203 | episode_len = 9 | episode_return = 1.0000 | steps = 19827 | total_regret = 326.0000 | total_return = 1877.0000
I0611 12:36:29.608656 139897657034560 terminal_logging.py:55] episode = 2203 | episode_len = 9 | episode_return = 1.0000 | steps = 19827 | total_regret = 326.0000 | total_return = 1877.0000
I0611 12:36:29.642458 139897657034560 terminal_logging.py:55] episode = 2204 | episode_len = 9 | episode_return = 1.0000 | steps = 19836 | total_regret = 326.0000 | total_return = 1878.0000
I0611 12:36:29.642458 139897657034560 terminal_logging.py:55] episode = 2204 | episode_len = 9 | episode_return = 1.0000 | steps = 19836 | total_regret = 326.0000 | total_return = 1878.0000
I0611 12:36:29.675373 139897657034560 terminal_logging.py:55] episode = 2205 | episode_len = 9 | episode_return = 1.0000 | steps = 19845 | total_regret = 326.0000 | total_return = 1879.0000
I0611 12:36:29.675373 139897657034560 terminal_logging.py:55] episode = 2205 | episode_len = 9 | episode_return = 1.0000 | steps = 19845 | total_regret = 326.0000 | total_return = 1879.0000
I0611 12:36:29.712828 139897657034560 terminal_logging.py:55] episode = 2206 | episode_len = 9 | episode_return = 1.0000 | steps = 19854 | total_regret = 326.0000 | total_return = 1880.0000
I0611 12:36:29.712828 139897657034560 terminal_logging.py:55] episode = 2206 | episode_len = 9 | episode_return = 1.0000 | steps = 19854 | total_regret = 326.0000 | total_return = 1880.0000
I0611 12:36:29.750346 139897657034560 terminal_logging.py:55] episode = 2207 | episode_len = 9 | episode_return = 1.0000 | steps = 19863 | total_regret = 326.0000 | total_return = 1881.0000
I0611 12:36:29.750346 139897657034560 terminal_logging.py:55] episode = 2207 | episode_len = 9 | episode_return = 1.0000 | steps = 19863 | total_regret = 326.0000 | total_return = 1881.0000
I0611 12:36:29.785254 139897657034560 terminal_logging.py:55] episode = 2208 | episode_len = 9 | episode_return = 1.0000 | steps = 19872 | total_regret = 326.0000 | total_return = 1882.0000
I0611 12:36:29.785254 139897657034560 terminal_logging.py:55] episode = 2208 | episode_len = 9 | episode_return = 1.0000 | steps = 19872 | total_regret = 326.0000 | total_return = 1882.0000
I0611 12:36:29.819322 139897657034560 terminal_logging.py:55] episode = 2209 | episode_len = 9 | episode_return = 1.0000 | steps = 19881 | total_regret = 326.0000 | total_return = 1883.0000
I0611 12:36:29.819322 139897657034560 terminal_logging.py:55] episode = 2209 | episode_len = 9 | episode_return = 1.0000 | steps = 19881 | total_regret = 326.0000 | total_return = 1883.0000
I0611 12:36:29.853066 139897657034560 terminal_logging.py:55] episode = 2210 | episode_len = 9 | episode_return = 1.0000 | steps = 19890 | total_regret = 326.0000 | total_return = 1884.0000
I0611 12:36:29.853066 139897657034560 terminal_logging.py:55] episode = 2210 | episode_len = 9 | episode_return = 1.0000 | steps = 19890 | total_regret = 326.0000 | total_return = 1884.0000
I0611 12:36:29.886677 139897657034560 terminal_logging.py:55] episode = 2211 | episode_len = 9 | episode_return = 1.0000 | steps = 19899 | total_regret = 326.0000 | total_return = 1885.0000
I0611 12:36:29.886677 139897657034560 terminal_logging.py:55] episode = 2211 | episode_len = 9 | episode_return = 1.0000 | steps = 19899 | total_regret = 326.0000 | total_return = 1885.0000
I0611 12:36:29.942471 139897657034560 terminal_logging.py:55] episode = 2212 | episode_len = 9 | episode_return = 1.0000 | steps = 19908 | total_regret = 326.0000 | total_return = 1886.0000
I0611 12:36:29.942471 139897657034560 terminal_logging.py:55] episode = 2212 | episode_len = 9 | episode_return = 1.0000 | steps = 19908 | total_regret = 326.0000 | total_return = 1886.0000
I0611 12:36:29.975744 139897657034560 terminal_logging.py:55] episode = 2213 | episode_len = 9 | episode_return = -1.0000 | steps = 19917 | total_regret = 328.0000 | total_return = 1885.0000
I0611 12:36:29.975744 139897657034560 terminal_logging.py:55] episode = 2213 | episode_len = 9 | episode_return = -1.0000 | steps = 19917 | total_regret = 328.0000 | total_return = 1885.0000
I0611 12:36:30.010594 139897657034560 terminal_logging.py:55] episode = 2214 | episode_len = 9 | episode_return = 1.0000 | steps = 19926 | total_regret = 328.0000 | total_return = 1886.0000
I0611 12:36:30.010594 139897657034560 terminal_logging.py:55] episode = 2214 | episode_len = 9 | episode_return = 1.0000 | steps = 19926 | total_regret = 328.0000 | total_return = 1886.0000
I0611 12:36:30.044239 139897657034560 terminal_logging.py:55] episode = 2215 | episode_len = 9 | episode_return = 1.0000 | steps = 19935 | total_regret = 328.0000 | total_return = 1887.0000
I0611 12:36:30.044239 139897657034560 terminal_logging.py:55] episode = 2215 | episode_len = 9 | episode_return = 1.0000 | steps = 19935 | total_regret = 328.0000 | total_return = 1887.0000
I0611 12:36:30.078649 139897657034560 terminal_logging.py:55] episode = 2216 | episode_len = 9 | episode_return = 1.0000 | steps = 19944 | total_regret = 328.0000 | total_return = 1888.0000
I0611 12:36:30.078649 139897657034560 terminal_logging.py:55] episode = 2216 | episode_len = 9 | episode_return = 1.0000 | steps = 19944 | total_regret = 328.0000 | total_return = 1888.0000
I0611 12:36:30.112833 139897657034560 terminal_logging.py:55] episode = 2217 | episode_len = 9 | episode_return = 1.0000 | steps = 19953 | total_regret = 328.0000 | total_return = 1889.0000
I0611 12:36:30.112833 139897657034560 terminal_logging.py:55] episode = 2217 | episode_len = 9 | episode_return = 1.0000 | steps = 19953 | total_regret = 328.0000 | total_return = 1889.0000
I0611 12:36:30.145833 139897657034560 terminal_logging.py:55] episode = 2218 | episode_len = 9 | episode_return = -1.0000 | steps = 19962 | total_regret = 330.0000 | total_return = 1888.0000
I0611 12:36:30.145833 139897657034560 terminal_logging.py:55] episode = 2218 | episode_len = 9 | episode_return = -1.0000 | steps = 19962 | total_regret = 330.0000 | total_return = 1888.0000
I0611 12:36:30.181704 139897657034560 terminal_logging.py:55] episode = 2219 | episode_len = 9 | episode_return = 1.0000 | steps = 19971 | total_regret = 330.0000 | total_return = 1889.0000
I0611 12:36:30.181704 139897657034560 terminal_logging.py:55] episode = 2219 | episode_len = 9 | episode_return = 1.0000 | steps = 19971 | total_regret = 330.0000 | total_return = 1889.0000
I0611 12:36:30.218105 139897657034560 terminal_logging.py:55] episode = 2220 | episode_len = 9 | episode_return = 1.0000 | steps = 19980 | total_regret = 330.0000 | total_return = 1890.0000
I0611 12:36:30.218105 139897657034560 terminal_logging.py:55] episode = 2220 | episode_len = 9 | episode_return = 1.0000 | steps = 19980 | total_regret = 330.0000 | total_return = 1890.0000
I0611 12:36:30.251788 139897657034560 terminal_logging.py:55] episode = 2221 | episode_len = 9 | episode_return = 1.0000 | steps = 19989 | total_regret = 330.0000 | total_return = 1891.0000
I0611 12:36:30.251788 139897657034560 terminal_logging.py:55] episode = 2221 | episode_len = 9 | episode_return = 1.0000 | steps = 19989 | total_regret = 330.0000 | total_return = 1891.0000
I0611 12:36:30.287189 139897657034560 terminal_logging.py:55] episode = 2222 | episode_len = 9 | episode_return = 1.0000 | steps = 19998 | total_regret = 330.0000 | total_return = 1892.0000
I0611 12:36:30.287189 139897657034560 terminal_logging.py:55] episode = 2222 | episode_len = 9 | episode_return = 1.0000 | steps = 19998 | total_regret = 330.0000 | total_return = 1892.0000
I0611 12:36:30.325806 139897657034560 terminal_logging.py:55] episode = 2223 | episode_len = 9 | episode_return = 1.0000 | steps = 20007 | total_regret = 330.0000 | total_return = 1893.0000
I0611 12:36:30.325806 139897657034560 terminal_logging.py:55] episode = 2223 | episode_len = 9 | episode_return = 1.0000 | steps = 20007 | total_regret = 330.0000 | total_return = 1893.0000
I0611 12:36:30.361538 139897657034560 terminal_logging.py:55] episode = 2224 | episode_len = 9 | episode_return = 1.0000 | steps = 20016 | total_regret = 330.0000 | total_return = 1894.0000
I0611 12:36:30.361538 139897657034560 terminal_logging.py:55] episode = 2224 | episode_len = 9 | episode_return = 1.0000 | steps = 20016 | total_regret = 330.0000 | total_return = 1894.0000
I0611 12:36:30.396691 139897657034560 terminal_logging.py:55] episode = 2225 | episode_len = 9 | episode_return = 1.0000 | steps = 20025 | total_regret = 330.0000 | total_return = 1895.0000
I0611 12:36:30.396691 139897657034560 terminal_logging.py:55] episode = 2225 | episode_len = 9 | episode_return = 1.0000 | steps = 20025 | total_regret = 330.0000 | total_return = 1895.0000
I0611 12:36:30.429958 139897657034560 terminal_logging.py:55] episode = 2226 | episode_len = 9 | episode_return = 1.0000 | steps = 20034 | total_regret = 330.0000 | total_return = 1896.0000
I0611 12:36:30.429958 139897657034560 terminal_logging.py:55] episode = 2226 | episode_len = 9 | episode_return = 1.0000 | steps = 20034 | total_regret = 330.0000 | total_return = 1896.0000
I0611 12:36:30.558624 139897657034560 terminal_logging.py:55] episode = 2227 | episode_len = 9 | episode_return = 1.0000 | steps = 20043 | total_regret = 330.0000 | total_return = 1897.0000
I0611 12:36:30.558624 139897657034560 terminal_logging.py:55] episode = 2227 | episode_len = 9 | episode_return = 1.0000 | steps = 20043 | total_regret = 330.0000 | total_return = 1897.0000
I0611 12:36:30.593175 139897657034560 terminal_logging.py:55] episode = 2228 | episode_len = 9 | episode_return = 1.0000 | steps = 20052 | total_regret = 330.0000 | total_return = 1898.0000
I0611 12:36:30.593175 139897657034560 terminal_logging.py:55] episode = 2228 | episode_len = 9 | episode_return = 1.0000 | steps = 20052 | total_regret = 330.0000 | total_return = 1898.0000
I0611 12:36:30.627705 139897657034560 terminal_logging.py:55] episode = 2229 | episode_len = 9 | episode_return = -1.0000 | steps = 20061 | total_regret = 332.0000 | total_return = 1897.0000
I0611 12:36:30.627705 139897657034560 terminal_logging.py:55] episode = 2229 | episode_len = 9 | episode_return = -1.0000 | steps = 20061 | total_regret = 332.0000 | total_return = 1897.0000
I0611 12:36:30.662361 139897657034560 terminal_logging.py:55] episode = 2230 | episode_len = 9 | episode_return = 1.0000 | steps = 20070 | total_regret = 332.0000 | total_return = 1898.0000
I0611 12:36:30.662361 139897657034560 terminal_logging.py:55] episode = 2230 | episode_len = 9 | episode_return = 1.0000 | steps = 20070 | total_regret = 332.0000 | total_return = 1898.0000
I0611 12:36:30.696641 139897657034560 terminal_logging.py:55] episode = 2231 | episode_len = 9 | episode_return = 1.0000 | steps = 20079 | total_regret = 332.0000 | total_return = 1899.0000
I0611 12:36:30.696641 139897657034560 terminal_logging.py:55] episode = 2231 | episode_len = 9 | episode_return = 1.0000 | steps = 20079 | total_regret = 332.0000 | total_return = 1899.0000
I0611 12:36:30.731558 139897657034560 terminal_logging.py:55] episode = 2232 | episode_len = 9 | episode_return = 1.0000 | steps = 20088 | total_regret = 332.0000 | total_return = 1900.0000
I0611 12:36:30.731558 139897657034560 terminal_logging.py:55] episode = 2232 | episode_len = 9 | episode_return = 1.0000 | steps = 20088 | total_regret = 332.0000 | total_return = 1900.0000
I0611 12:36:30.768691 139897657034560 terminal_logging.py:55] episode = 2233 | episode_len = 9 | episode_return = 1.0000 | steps = 20097 | total_regret = 332.0000 | total_return = 1901.0000
I0611 12:36:30.768691 139897657034560 terminal_logging.py:55] episode = 2233 | episode_len = 9 | episode_return = 1.0000 | steps = 20097 | total_regret = 332.0000 | total_return = 1901.0000
I0611 12:36:30.803950 139897657034560 terminal_logging.py:55] episode = 2234 | episode_len = 9 | episode_return = 1.0000 | steps = 20106 | total_regret = 332.0000 | total_return = 1902.0000
I0611 12:36:30.803950 139897657034560 terminal_logging.py:55] episode = 2234 | episode_len = 9 | episode_return = 1.0000 | steps = 20106 | total_regret = 332.0000 | total_return = 1902.0000
I0611 12:36:30.838458 139897657034560 terminal_logging.py:55] episode = 2235 | episode_len = 9 | episode_return = 1.0000 | steps = 20115 | total_regret = 332.0000 | total_return = 1903.0000
I0611 12:36:30.838458 139897657034560 terminal_logging.py:55] episode = 2235 | episode_len = 9 | episode_return = 1.0000 | steps = 20115 | total_regret = 332.0000 | total_return = 1903.0000
I0611 12:36:30.871688 139897657034560 terminal_logging.py:55] episode = 2236 | episode_len = 9 | episode_return = 1.0000 | steps = 20124 | total_regret = 332.0000 | total_return = 1904.0000
I0611 12:36:30.871688 139897657034560 terminal_logging.py:55] episode = 2236 | episode_len = 9 | episode_return = 1.0000 | steps = 20124 | total_regret = 332.0000 | total_return = 1904.0000
I0611 12:36:30.910787 139897657034560 terminal_logging.py:55] episode = 2237 | episode_len = 9 | episode_return = 1.0000 | steps = 20133 | total_regret = 332.0000 | total_return = 1905.0000
